original_title,year,genre,duration,country,language,imdb_score,worldwide_gross_income,tomatometer_rating,imdb_scaled
Santa Claus: The Movie,1985,"Adventure, Family, Fantasy",107,"UK, USA",English,6.3,23.717291,20.0,63.0
The Secret of the Sword,1985,"Animation, Action, Adventure",100,"USA, Japan","English, Japanese",7.2,7.660857,60.0,72.0
Silverado,1985,"Action, Crime, Drama",133,USA,English,7.2,32.19257,76.0,72.0
The Slugger's Wife,1985,"Comedy, Music, Romance",105,USA,English,4.6,1.878561,0.0,46.0
Spies Like Us,1985,"Adventure, Comedy",102,USA,"English, Russian",6.5,60.08898,32.0,65.0
St. Elmo's Fire,1985,"Drama, Romance",110,USA,English,6.4,37.803872,44.0,64.0
Stick,1985,"Action, Crime, Drama",109,USA,English,5.8,8.489518,29.0,58.0
Subway,1985,Thriller,104,France,French,6.6,0.390659,75.0,66.0
Summer Rental,1985,Comedy,87,USA,"English, Spanish",6.3,24.689703,17.0,63.0
Target,1985,"Action, Adventure, Crime",117,USA,"English, French, German",6.0,9.023199,71.0,60.0
Teen Wolf,1985,"Comedy, Fantasy, Romance",91,USA,English,6.1,33.086611,42.0,61.0
Transylvania 6-5000,1985,"Comedy, Fantasy, Horror",93,"Yugoslavia, USA",English,5.0,7.196872,18.0,50.0
Tuff Turf,1985,"Action, Comedy, Drama",112,USA,English,6.2,9.369329,17.0,62.0
Twice in a Lifetime,1985,"Drama, Romance",111,USA,English,6.5,8.402424,83.0,65.0
A View to a Kill,1985,"Action, Adventure, Thriller",131,UK,"English, French",6.4,50.32796,38.0,64.0
Vision Quest,1985,"Drama, Romance, Sport",107,USA,English,6.6,12.993175,57.0,66.0
Volunteers,1985,"Adventure, Comedy",107,"USA, Mexico",English,5.5,19.87574,58.0,55.0
Warning Sign,1985,"Drama, Sci-Fi, Thriller",99,USA,English,6.1,1.918117,11.0,61.0
Weird Science,1985,"Comedy, Romance, Sci-Fi",94,USA,English,6.6,38.934048,57.0,66.0
White Nights,1985,"Drama, Music",136,USA,"English, Russian",6.7,42.160849,46.0,67.0
Witchboard,1986,"Horror, Mystery, Thriller",98,"UK, USA",English,5.7,7.369373,50.0,57.0
Witness,1985,"Crime, Drama, Romance",112,USA,"English, German",7.4,68.706993,93.0,74.0
Year of the Dragon,1985,"Action, Crime, Drama",134,USA,"Mandarin, English, Cantonese, Vietnamese, Polish",6.9,18.707466,56.0,69.0
Young Sherlock Holmes,1985,"Adventure, Fantasy, Mystery",109,USA,English,6.8,19.739575,64.0,68.0
'Round Midnight,1986,"Drama, Music",133,"USA, France","English, French",7.4,3.272593,100.0,74.0
84 Charing Cross Road,1987,"Biography, Drama, Romance",100,"UK, USA",English,7.4,1.083486,87.0,74.0
Aliens,1986,"Action, Adventure, Sci-Fi",137,"USA, UK",English,8.3,131.384634,97.0,83.0
American Anthem,1986,"Drama, Sport",102,USA,English,4.8,4.845724,0.0,48.0
An American Tail,1986,"Animation, Adventure, Comedy",80,USA,English,6.9,84.557295,71.0,69.0
April Fool's Day,1986,"Horror, Mystery",89,"USA, Canada",English,6.2,12.947763,50.0,62.0
Armed and Dangerous,1986,"Action, Comedy, Crime",88,USA,English,5.7,15.945534,10.0,57.0
At Close Range,1986,"Crime, Drama",111,USA,English,7.0,2.347,87.0,70.0
Back to School,1986,"Comedy, Romance, Sport",96,USA,English,6.7,91.258,86.0,67.0
Band of the Hand,1986,"Action, Crime, Drama",109,USA,English,6.3,4.865912,11.0,63.0
The Best of Times,1986,"Comedy, Drama, Sport",104,USA,English,6.0,7.817314,31.0,60.0
Big Trouble in Little China,1986,"Action, Adventure, Comedy",99,USA,"English, Cantonese",7.3,11.100374,78.0,73.0
Black Moon Rising,1986,"Action, Crime, Thriller",100,USA,English,5.5,6.637565,43.0,55.0
Black Widow,1987,"Crime, Drama, Thriller",102,USA,English,6.3,25.20546,50.0,63.0
Blue Velvet,1986,"Drama, Mystery, Thriller",120,USA,English,7.7,8.617408,94.0,77.0
The Boy Who Could Fly,1986,"Drama, Fantasy, Romance",114,USA,English,6.5,7.177431,63.0,65.0
Brighton Beach Memoirs,1986,Comedy,108,USA,English,6.8,11.957943,69.0,68.0
Children of a Lesser God,1986,"Drama, Romance",119,USA,"English, American Sign Language",7.2,31.85308,82.0,72.0
The Clan of the Cave Bear,1986,"Adventure, Drama, Fantasy",98,"USA, Canada",English,5.4,1.953732,10.0,54.0
Clockwise,1986,Comedy,96,UK,English,6.6,1.476356,80.0,66.0
Club Paradise,1986,Comedy,96,USA,English,5.1,12.308521,11.0,51.0
Cobra,1986,"Action, Crime, Thriller",87,"USA, Israel",English,5.8,49.042224,14.0,58.0
The Color of Money,1986,"Drama, Sport",119,USA,"English, Spanish",7.0,52.293982,89.0,70.0
Crimes of the Heart,1986,"Comedy, Drama",105,USA,English,6.4,22.905522,81.0,64.0
Critters,1986,"Comedy, Horror, Sci-Fi",86,USA,English,6.1,13.167232,52.0,61.0
Crossroads,1986,"Drama, Music, Mystery",99,USA,English,7.1,5.839031,73.0,71.0
Deadly Friend,1986,"Drama, Horror, Sci-Fi",91,USA,English,5.6,8.988731,8.0,56.0
The Delta Force,1986,"Action, Adventure, Drama",125,"USA, Israel","English, Arabic, Hebrew, Greek",5.6,17.7689,18.0,56.0
Down and Out in Beverly Hills,1986,Comedy,103,USA,English,6.2,62.134225,79.0,62.0
Down by Law,1986,"Comedy, Crime, Drama",107,"USA, West Germany","English, Italian, French",7.8,1.504286,87.0,78.0
Extremities,1986,"Drama, Thriller",89,USA,English,6.3,13.418091,40.0,63.0
Ferris Bueller's Day Off,1986,Comedy,103,USA,"English, German",7.8,70.712677,81.0,78.0
A Fine Mess,1986,"Action, Comedy, Crime",90,USA,English,4.8,6.029824,33.0,48.0
Firewalker,1986,"Action, Adventure, Comedy",105,USA,"English, Hungarian, Spanish",5.2,11.949484,8.0,52.0
Flight of the Navigator,1986,"Adventure, Comedy, Family",90,USA,English,6.9,18.564613,84.0,69.0
The Fly,1986,"Drama, Horror, Sci-Fi",96,"USA, UK, Canada",English,7.6,60.632088,92.0,76.0
From Beyond,1986,"Horror, Sci-Fi",85,USA,English,6.7,1.261,78.0,67.0
The Golden Child,1986,"Action, Adventure, Comedy",94,USA,English,6.0,79.817937,26.0,60.0
The Great Mouse Detective,1986,"Animation, Adventure, Family",74,USA,"English, French, German, Italian",7.2,38.62555,80.0,72.0
Gung Ho,1986,"Comedy, Drama",112,USA,English,6.3,36.61161,33.0,63.0
Hannah and Her Sisters,1986,"Comedy, Drama",107,USA,English,7.9,40.084041,91.0,79.0
Heartbreak Ridge,1986,"Drama, War",130,USA,"English, Spanish",6.9,42.724017,73.0,69.0
Heartburn,1986,"Comedy, Drama",108,USA,English,6.1,25.314189,45.0,61.0
Highlander,1986,"Action, Adventure, Fantasy",116,UK,English,7.1,5.9,69.0,71.0
Hoosiers,1986,"Drama, Sport",114,"UK, USA",English,7.5,28.607524,89.0,75.0
Howard the Duck,1986,"Action, Adventure, Comedy",110,USA,English,4.7,37.962774,14.0,47.0
Iron Eagle,1986,"Action, Thriller, War",117,"USA, Israel, Canada",English,5.5,24.159872,20.0,55.0
Jake Speed,1986,"Action, Adventure, Comedy",105,USA,"English, French",5.3,1.943751,20.0,53.0
"Jo Jo Dancer, Your Life Is Calling",1986,"Biography, Comedy, Drama",97,USA,English,6.4,18.03415,55.0,64.0
Jumpin' Jack Flash,1986,"Comedy, Romance, Thriller",105,USA,English,5.9,29.844101,29.0,59.0
Just Between Friends,1986,Drama,110,USA,English,5.9,6.408791,33.0,59.0
The Karate Kid Part II,1986,"Action, Family, Romance",113,USA,English,6.0,115.103979,45.0,60.0
Labyrinth,1986,"Adventure, Family, Fantasy",101,"UK, USA",English,7.4,13.90762,72.0,74.0
Lady Jane,1986,"Biography, Drama, History",136,UK,"English, Spanish",7.1,0.277646,56.0,71.0
Legal Eagles,1986,"Comedy, Crime, Romance",116,USA,English,6.0,93.151591,44.0,60.0
Little Shop of Horrors,1986,"Comedy, Horror, Musical",94,USA,English,7.0,38.98226,90.0,70.0
The Manhattan Project,1986,"Sci-Fi, Thriller",117,USA,English,6.2,3.9,50.0,62.0
Manhunter,1986,"Crime, Horror, Mystery",120,USA,English,7.2,8.620929,93.0,72.0
Matador,1986,"Drama, Thriller",110,Spain,Spanish,7.0,0.286126,92.0,70.0
Maximum Overdrive,1986,"Action, Comedy, Horror",98,USA,English,5.5,7.433663,15.0,55.0
The Mission,1986,"Adventure, Drama, History",125,"UK, France","English, Guarani, Spanish, Latin",7.4,17.502499,64.0,74.0
Mona Lisa,1986,"Crime, Drama, Romance",104,UK,English,7.3,5.794184,97.0,73.0
The Money Pit,1986,Comedy,91,USA,"English, Spanish, Chinese, Russian, Portuguese",6.4,54.999651,48.0,64.0
The Morning After,1986,"Crime, Mystery, Romance",103,USA,"English, French",6.0,25.147055,63.0,60.0
The Mosquito Coast,1986,"Adventure, Drama, Thriller",117,USA,"English, Spanish",6.6,14.302779,76.0,66.0
Murphy's Law,1986,"Action, Crime, Drama",100,USA,English,6.0,9.947631,40.0,60.0
My Beautiful Laundrette,1985,"Comedy, Drama, Romance",97,UK,"English, Urdu",6.8,2.451545,97.0,68.0
Night of the Creeps,1986,"Comedy, Horror, Sci-Fi",88,USA,English,6.8,0.591366,75.0,68.0
No Mercy,1986,"Crime, Drama, Romance",106,USA,"English, French",5.7,12.303904,27.0,57.0
Nomads,1986,"Horror, Mystery, Thriller",91,USA,"English, French",5.4,2.278264,30.0,54.0
Nothing in Common,1986,"Comedy, Drama, Romance",118,USA,English,5.9,32.324557,57.0,59.0
One Crazy Summer,1986,"Comedy, Romance",93,USA,English,6.5,13.431806,59.0,65.0
Peggy Sue Got Married,1986,"Comedy, Drama, Fantasy",103,USA,English,6.3,41.488348,86.0,63.0
Platoon,1986,"Drama, War",120,"USA, UK","English, Vietnamese",8.1,138.545632,88.0,81.0
Police Academy 3: Back in Training,1986,Comedy,83,"Canada, USA",English,5.4,43.579163,40.0,54.0
Power,1986,Drama,111,USA,"English, Spanish, Yiddish",5.7,3.8,50.0,57.0
Pretty in Pink,1986,"Comedy, Drama, Romance",97,USA,English,6.8,40.471663,75.0,68.0
Psycho III,1986,"Horror, Mystery, Thriller",93,USA,English,5.4,14.481606,58.0,54.0
Quicksilver,1986,"Crime, Drama, Thriller",105,USA,English,5.7,7.634909,13.0,57.0
Raw Deal,1986,"Action, Crime, Thriller",106,"USA, Netherlands",English,5.6,16.209459,23.0,56.0
Reform School Girls,1986,"Crime, Drama, Thriller",94,USA,English,5.3,2.510433,25.0,53.0
Running Scared,1986,"Action, Comedy, Crime",107,USA,English,6.6,38.500726,57.0,66.0
Ruthless People,1986,"Comedy, Crime",93,USA,English,6.9,71.624879,94.0,69.0
Salvador,1986,"Drama, History, Thriller",122,"UK, USA, Mexico","English, Spanish",7.4,1.5,88.0,74.0
Shanghai Surprise,1986,"Adventure, Comedy, Crime",97,UK,English,3.2,2.315683,13.0,32.0
She's Gotta Have It,1986,"Comedy, Romance",84,USA,English,6.7,7.137502,91.0,67.0
Short Circuit,1986,"Comedy, Family, Sci-Fi",98,USA,English,6.7,40.697761,59.0,67.0
Solarbabies,1986,"Action, Adventure, Drama",94,USA,English,4.8,1.57926,0.0,48.0
Something Wild,1986,"Comedy, Crime, Romance",114,USA,English,6.9,8.362969,91.0,69.0
Stand by Me,1986,"Adventure, Drama",89,USA,English,8.1,52.287414,91.0,81.0
Tampopo,1985,Comedy,114,Japan,Japanese,7.9,0.375971,100.0,79.0
The Texas Chainsaw Massacre 2,1986,"Comedy, Horror",101,USA,English,5.6,8.025872,47.0,56.0
Top Gun,1986,"Action, Drama",110,USA,English,6.9,356.830601,54.0,69.0
Tough Guys,1986,"Comedy, Crime",104,USA,English,6.3,21.458229,57.0,63.0
True Stories,1986,"Musical, Comedy",89,USA,English,7.2,2.545142,78.0,72.0
Under the Cherry Moon,1986,"Comedy, Drama, Music",100,USA,"English, French",5.1,10.090429,36.0,51.0
Vamp,1986,"Comedy, Fantasy, Horror",93,USA,English,5.9,4.941117,25.0,59.0
Wildcats,1986,"Comedy, Sport",106,USA,English,6.0,26.285544,22.0,60.0
Wise Guys,1986,"Comedy, Crime",100,USA,"English, Italian",5.7,8.475466,31.0,57.0
The Wraith,1986,"Action, Horror, Romance",93,"USA, Canada",English,6.0,3.5,36.0,60.0
*batteries not included,1987,"Comedy, Family, Fantasy",106,USA,"English, Spanish",6.7,65.088797,63.0,67.0
Adventures in Babysitting,1987,"Adventure, Comedy, Crime",102,USA,English,6.9,34.368475,72.0,69.0
Allan Quatermain and the Lost City of Gold,1986,"Action, Adventure, Comedy",99,"USA, Israel",English,4.6,3.751699,40.0,46.0
And God Created Woman,1988,"Comedy, Drama, Romance",100,USA,English,4.3,0.717376,38.0,43.0
Angel Heart,1987,"Horror, Mystery, Thriller",113,"UK, Canada, USA","English, French",7.3,17.185632,79.0,73.0
Baby Boom,1987,"Comedy, Drama, Romance",110,USA,English,6.3,26.712476,76.0,63.0
Back to the Beach,1987,"Comedy, Musical",92,USA,English,5.9,13.110903,71.0,59.0
Barfly,1987,"Comedy, Drama, Romance",100,USA,English,7.2,3.221568,77.0,72.0
The Bedroom Window,1987,"Crime, Mystery, Thriller",112,USA,English,6.4,12.640385,72.0,64.0
The Believers,1987,"Crime, Drama, Horror",114,"USA, UK, Canada",English,6.1,18.753438,39.0,61.0
Benji the Hunted,1987,"Adventure, Family",88,USA,English,6.3,22.257624,55.0,63.0
Best Seller,1987,"Action, Crime, Drama",95,USA,English,6.5,4.27815,73.0,65.0
Beverly Hills Cop II,1987,"Action, Comedy, Crime",100,USA,English,6.5,299.965036,47.0,65.0
Beyond Therapy,1987,Comedy,93,USA,English,4.8,0.79,20.0,48.0
Blind Date,1987,"Comedy, Romance",95,USA,English,6.0,39.337581,21.0,60.0
Bloodsport,1988,"Action, Biography, Drama",92,USA,English,6.8,11.806119,40.0,68.0
Broadcast News,1987,"Comedy, Drama, Romance",133,USA,"English, Spanish, French, German",7.2,67.331309,98.0,72.0
Burglar,1987,"Comedy, Crime",103,"Canada, USA",English,5.2,16.337355,27.0,52.0
Can't Buy Me Love,1987,"Comedy, Drama, Romance",94,USA,English,6.8,31.623833,48.0,68.0
Cop,1988,"Crime, Drama, Mystery",110,USA,English,6.4,1.984315,83.0,64.0
Creepshow 2,1987,"Fantasy, Horror",92,USA,English,6.1,14.0,30.0,61.0
Cry Freedom,1987,"Biography, Drama, History",157,UK,English,7.4,5.899797,76.0,74.0
Date with an Angel,1987,"Comedy, Fantasy, Romance",105,USA,English,5.8,1.988962,14.0,58.0
The Dead,1987,Drama,83,"UK, Ireland",English,7.3,4.370078,93.0,73.0
Deadtime Stories,1986,"Comedy, Horror",93,USA,English,4.8,2.750741,0.0,48.0
Death Wish 4: The Crackdown,1987,"Action, Crime, Drama",99,USA,English,5.5,6.88031,14.0,55.0
Dirty Dancing,1987,"Drama, Music, Romance",100,USA,English,7.0,217.856315,68.0,70.0
Eat the Rich,1987,"Action, Comedy, Crime",90,UK,English,6.0,0.200723,43.0,60.0
Empire of the Sun,1987,"Action, Drama, History",153,USA,"English, Japanese, Mandarin, Shanghainese",7.7,22.238696,75.0,77.0
Extreme Prejudice,1987,"Action, Crime, Drama",96,USA,"English, Spanish",6.7,11.307844,70.0,67.0
Fatal Attraction,1987,"Drama, Thriller",119,USA,English,6.9,320.145693,76.0,69.0
Fatal Beauty,1987,"Action, Comedy, Crime",104,"USA, Japan",English,5.4,12.046526,23.0,54.0
Five Corners,1987,"Crime, Drama, Thriller",90,"UK, USA",English,6.2,0.969205,78.0,62.0
Flowers in the Attic,1987,"Drama, Mystery, Thriller",93,USA,English,5.8,15.151736,13.0,58.0
From the Hip,1987,"Comedy, Crime, Drama",111,USA,English,6.2,9.518342,22.0,62.0
Full Metal Jacket,1987,"Drama, War",116,"UK, USA","English, Vietnamese",8.3,46.357676,92.0,83.0
Gardens of Stone,1987,"Drama, Romance, War",111,USA,English,6.4,5.262047,47.0,64.0
The Gate,1987,"Fantasy, Horror",85,Canada,English,6.1,13.539458,55.0,61.0
"Good Morning, Vietnam",1987,"Biography, Comedy, Drama",121,USA,English,7.3,123.92237,90.0,73.0
Hamburger Hill,1987,"Action, Drama, Thriller",110,USA,"English, French",6.7,13.839404,100.0,67.0
Harry and the Hendersons,1987,"Comedy, Family, Fantasy",110,USA,English,6.0,49.998613,43.0,60.0
Heat,1986,"Action, Crime, Drama",101,USA,English,5.6,2.793214,17.0,56.0
Hello Again,1987,"Comedy, Drama, Fantasy",96,USA,English,5.4,20.419446,11.0,54.0
Hello Mary Lou: Prom Night II,1987,"Horror, Thriller",97,Canada,English,5.7,2.683519,53.0,57.0
Hellraiser,1987,"Horror, Thriller",94,UK,English,7.0,14.575193,72.0,70.0
The Hidden,1987,"Horror, Sci-Fi, Thriller",97,USA,English,7.0,9.747988,75.0,70.0
Hiding Out,1987,"Comedy, Drama, Romance",98,USA,English,6.5,7.019441,33.0,65.0
Hot Pursuit,1987,Comedy,93,"USA, Mexico",English,5.9,4.215849,0.0,59.0
House II: The Second Story,1987,"Comedy, Fantasy, Horror",88,USA,English,5.4,7.8,8.0,54.0
House of Games,1987,"Crime, Thriller",102,USA,English,7.3,2.585639,96.0,73.0
Innerspace,1987,"Action, Adventure, Comedy",120,USA,English,6.8,25.89381,82.0,68.0
Ironweed,1987,Drama,143,USA,English,6.7,7.393346,58.0,67.0
Ishtar,1987,"Action, Adventure, Comedy",107,USA,English,4.4,14.375181,37.0,44.0
Jaws: The Revenge,1987,"Adventure, Horror, Thriller",89,USA,English,3.0,51.881013,0.0,30.0
La Bamba,1987,"Biography, Drama, Music",108,USA,"English, Spanish",6.9,54.215416,91.0,69.0
The Last Emperor,1987,"Biography, Drama, History",163,"UK, Italy, France","English, Mandarin, Japanese",7.7,43.993508,89.0,77.0
Leonard Part 6,1987,"Action, Comedy, Sci-Fi",85,USA,English,2.2,4.615255,9.0,22.0
Less Than Zero,1987,"Crime, Drama",98,USA,"English, Spanish",6.5,12.396383,50.0,65.0
Lethal Weapon,1987,"Action, Crime, Thriller",109,USA,English,7.6,120.207127,81.0,76.0
The Living Daylights,1987,"Action, Adventure, Thriller",130,UK,"English, Arabic, French, German, Russian, Czech, Slovak, Dari, Pushto",6.7,51.185897,73.0,67.0
The Lost Boys,1987,"Comedy, Horror",97,USA,English,7.3,32.222567,76.0,73.0
Mannequin,1987,"Comedy, Fantasy, Romance",90,USA,English,5.9,42.721196,21.0,59.0
Masters of the Universe,1987,"Action, Adventure, Fantasy",106,"USA, Israel",English,5.4,17.33637,17.0,54.0
Maurice,1987,"Drama, Romance",140,UK,English,7.7,2.642567,89.0,77.0
The Monster Squad,1987,"Action, Comedy, Fantasy",79,USA,"English, German",7.1,3.76999,62.0,71.0
Moonstruck,1987,"Comedy, Drama, Romance",102,USA,"English, Italian, Latin",7.1,80.640528,93.0,71.0
Nadine,1987,"Comedy, Mystery, Romance",83,USA,English,5.6,5.669831,45.0,56.0
Near Dark,1987,"Action, Crime, Drama",94,USA,English,7.0,3.369307,88.0,70.0
Night of the Demons,1988,"Comedy, Fantasy, Horror",90,USA,English,6.2,3.109904,36.0,62.0
A Nightmare on Elm Street 3: Dream Warriors,1987,"Fantasy, Horror",96,USA,English,6.6,44.793222,72.0,66.0
No Man's Land,1987,"Crime, Drama, Thriller",107,USA,English,6.1,2.877571,50.0,61.0
No Way Out,1987,"Action, Crime, Drama",114,USA,"English, Russian",7.1,35.509515,91.0,71.0
Nuts,1987,"Drama, Thriller",116,USA,English,6.6,30.950002,33.0,66.0
Over the Top,1987,"Action, Drama, Sport",93,USA,English,5.8,16.05758,30.0,58.0
Overboard,1987,"Comedy, Romance",112,USA,"English, French, Portuguese",6.9,26.713187,44.0,69.0
The New Adventures of Pippi Longstocking,1988,"Adventure, Family, Fantasy",104,"Sweden, USA",English,6.0,3.569939,17.0,60.0
A Prayer for the Dying,1987,"Action, Crime, Drama",107,UK,English,6.3,1.432687,55.0,63.0
Predator,1987,"Action, Adventure, Sci-Fi",107,"USA, Mexico","English, Spanish, Russian",7.8,98.399956,81.0,78.0
Prince of Darkness,1987,Horror,102,USA,"English, Latin",6.7,14.182492,58.0,67.0
The Princess Bride,1987,"Adventure, Family, Fantasy",98,USA,English,8.1,30.882762,97.0,81.0
The Principal,1987,"Action, Crime, Drama",109,USA,English,6.3,19.73494,50.0,63.0
Project X,1987,"Comedy, Drama, Sci-Fi",108,USA,"English, American Sign Language",6.1,21.589395,75.0,61.0
Radio Days,1987,Comedy,88,USA,"English, Spanish, Italian",7.5,14.792779,90.0,75.0
Raising Arizona,1987,"Comedy, Crime",94,USA,English,7.3,29.18028,91.0,73.0
Revenge of the Nerds II: Nerds in Paradise,1987,Comedy,88,USA,"English, Spanish",5.2,30.063289,7.0,52.0
RoboCop,1987,"Action, Crime, Sci-Fi",102,USA,English,7.5,53.424681,90.0,75.0
Roxanne,1987,"Comedy, Romance",107,USA,English,6.6,40.050884,88.0,66.0
The Running Man,1987,"Action, Sci-Fi, Thriller",101,USA,English,6.7,38.122105,64.0,67.0
Russkies,1987,Drama,99,USA,English,5.7,2.189047,14.0,57.0
The Secret of My Success,1987,"Comedy, Romance",111,USA,English,6.5,110.996879,57.0,65.0
September,1987,Drama,83,USA,"English, French",6.5,0.486434,67.0,65.0
Slam Dance,1987,"Mystery, Thriller",92,"UK, USA",English,5.3,0.406881,20.0,53.0
Some Kind of Wonderful,1987,"Drama, Romance",95,USA,English,7.1,18.553948,78.0,71.0
Spaceballs,1987,"Adventure, Comedy, Sci-Fi",96,USA,English,7.1,38.119483,58.0,71.0
The Squeeze,1987,"Action, Comedy, Crime",101,USA,English,4.8,2.228951,14.0,48.0
Stakeout,1987,"Action, Comedy, Crime",117,USA,English,6.6,65.673233,88.0,66.0
Stand and Deliver,1988,"Biography, Drama",103,USA,"English, Spanish",7.3,13.99492,82.0,73.0
The Stepfather,1987,"Horror, Thriller",89,"UK, Canada, USA",English,6.8,2.48874,88.0,68.0
Straight to Hell,1987,"Action, Comedy, Western",86,UK,English,5.8,0.2102,33.0,58.0
Street Smart,1987,"Crime, Drama, Thriller",97,"USA, Canada",English,6.4,1.119112,64.0,64.0
Summer School,1987,"Comedy, Romance",97,USA,English,6.6,35.659098,63.0,66.0
Superman IV: The Quest for Peace,1987,"Action, Adventure, Sci-Fi",90,"UK, USA","English, Russian, French, Italian",3.7,15.68102,11.0,37.0
Suspect,1987,"Crime, Drama, Thriller",121,USA,English,6.6,18.7824,67.0,66.0
Three O'Clock High,1987,Comedy,97,USA,English,7.2,3.685862,67.0,72.0
Throw Momma from the Train,1987,"Comedy, Crime, Thriller",88,USA,English,6.3,57.915972,63.0,63.0
Tin Men,1987,"Comedy, Drama",112,USA,English,6.6,25.411386,77.0,66.0
The Untouchables,1987,"Crime, Drama, Thriller",119,USA,English,7.9,76.270454,82.0,79.0
Wall Street,1987,"Crime, Drama",126,USA,English,7.4,43.848069,79.0,74.0
The Whales of August,1987,Drama,90,USA,English,7.3,1.338198,64.0,73.0
White Water Summer,1987,"Adventure, Drama",90,USA,English,6.2,0.300859,29.0,62.0
The Witches of Eastwick,1987,"Comedy, Fantasy, Horror",118,USA,English,6.5,63.76651,76.0,65.0
The Year My Voice Broke,1987,"Drama, Romance",103,Australia,English,7.3,0.213901,94.0,73.0
18 Again!,1988,"Comedy, Fantasy, Romance",93,USA,English,5.8,2.567099,29.0,58.0
Above the Law,1988,"Action, Crime, Drama",99,USA,"English, Spanish, Assyrian Neo-Aramaic",6.0,18.869631,53.0,60.0
